subject_id,session_id,segment_idx,timestamp,alpha_power,beta_power,theta_power,gamma_power,disengaged
S013,UMZN3VV6,18,2025-03-03 17:03:00,0.8176,1.212,1.1981,1.281,1
S013,UMZN3VV6,19,2025-03-03 17:03:10,0.8213,0.8013,0.9925,0.6964,1
S013,UMZN3VV6,20,2025-03-03 17:03:20,0.7935,0.948,1.8688,0.4161,1
S013,UMZN3VV6,22,2025-03-03 17:03:40,0.7173,1.413,1.6781,0.6282,1
S013,UMZN3VV6,24,2025-03-03 17:04:00,0.8731,0.8832,0.9854,0.8097,1
S013,UMZN3VV6,25,2025-03-03 17:04:10,0.6548,0.9582,1.8452,0.7424,1
S013,UMZN3VV6,26,2025-03-03 17:04:20,1.1876,0.6308,1.5545,0.9366,1
S013,UMZN3VV6,27,2025-03-03 17:04:30,0.979,0.677,2.1011,0.6037,1
S013,UMZN3VV6,29,2025-03-03 17:04:50,0.6914,1.2225,1.8897,0.5799,1
S013,UMZN3VV6,30,2025-03-03 17:05:00,1.3798,1.0809,2.0871,1.0614,1
S013,UMZN3VV6,31,2025-03-03 17:05:10,0.8923,0.7958,2.2955,0.8429,1
S013,UMZN3VV6,32,2025-03-03 17:05:20,0.5691,0.5516,1.2458,1.3673,1
S013,UMZN3VV6,33,2025-03-03 17:05:30,1.0566,0.8639,1.524,1.2176,1
S013,UMZN3VV6,34,2025-03-03 17:05:40,0.86,1.0486,1.7354,0.5409,1
S013,UMZN3VV6,35,2025-03-03 17:05:50,0.7367,1.0801,1.8333,0.825,1
S013,UMZN3VV6,37,2025-03-03 17:06:10,1.2268,1.6653,1.4583,0.4011,1
S013,UMZN3VV6,38,2025-03-03 17:06:20,0.6239,1.1477,1.2893,0.5977,1
S013,UMZN3VV6,39,2025-03-03 17:06:30,0.6236,1.3837,1.5427,0.6541,1
S013,UMZN3VV6,40,2025-03-03 17:06:40,0.6408,1.0852,1.6326,0.8949,1
S013,UMZN3VV6,41,2025-03-03 17:06:50,1.2276,0.6495,1.5666,0.9787,1
S013,UMZN3VV6,42,2025-03-03 17:07:00,0.8297,0.8582,1.451,0.685,1
S013,UMZN3VV6,44,2025-03-03 17:07:20,0.9677,0.5689,2.3777,0.7961,1
S013,UMZN3VV6,45,2025-03-03 17:07:30,1.0798,0.7091,1.7204,0.7539,1
S013,UMZN3VV6,46,2025-03-03 17:07:40,1.6374,0.7587,1.8634,0.9624,1
S013,UMZN3VV6,49,2025-03-03 17:08:10,0.7961,1.3257,1.6539,0.9858,1
S013,UMZN3VV6,50,2025-03-03 17:08:20,0.9306,1.0136,1.7199,1.0286,1
S013,UMZN3VV6,51,2025-03-03 17:08:30,0.6779,1.0618,1.6927,0.5586,1
S013,UMZN3VV6,52,2025-03-03 17:08:40,0.6733,0.7144,0.8141,0.4613,1
S013,UMZN3VV6,53,2025-03-03 17:08:50,0.971,1.245,1.0816,0.7434,1
S013,UMZN3VV6,54,2025-03-03 17:09:00,0.9883,0.6309,1.6948,0.7091,1
S013,UMZN3VV6,57,2025-03-03 17:09:30,1.3566,0.7032,1.6848,0.8388,1
S013,UMZN3VV6,58,2025-03-03 17:09:40,0.9287,0.782,1.3958,0.671,1
S013,UMZN3VV6,60,2025-03-03 17:10:00,1.0051,1.5928,1.8146,1.39,1
S013,UMZN3VV6,61,2025-03-03 17:10:10,0.6746,0.8972,1.0504,0.7982,1
S013,UMZN3VV6,62,2025-03-03 17:10:20,0.699,0.9012,1.8715,0.5401,1
S013,UMZN3VV6,63,2025-03-03 17:10:30,0.5852,0.9598,1.4083,0.9641,1
S013,UMZN3VV6,65,2025-03-03 17:10:50,1.1247,1.0937,1.3757,0.5137,1
S013,UMZN3VV6,66,2025-03-03 17:11:00,0.7082,0.6835,2.5486,0.9553,1
S013,UMZN3VV6,67,2025-03-03 17:11:10,0.7032,1.4015,1.5769,0.8483,1
S013,UMZN3VV6,68,2025-03-03 17:11:20,1.0682,1.0561,1.0286,1.5167,1
S013,UMZN3VV6,69,2025-03-03 17:11:30,0.469,0.7074,2.4406,0.7654,1
S013,UMZN3VV6,71,2025-03-03 17:11:50,0.9449,1.0345,1.3077,0.7928,1
S013,UMZN3VV6,72,2025-03-03 17:12:00,1.4246,0.7807,1.1066,1.2735,1
S013,UMZN3VV6,73,2025-03-03 17:12:10,0.6678,1.0599,1.1762,0.5617,1
S013,UMZN3VV6,74,2025-03-03 17:12:20,0.8716,0.8764,1.5405,0.7446,1
S013,UMZN3VV6,75,2025-03-03 17:12:30,0.7412,0.7765,1.2077,0.8159,1
S013,UMZN3VV6,77,2025-03-03 17:12:50,0.7217,1.2963,1.769,0.6396,1
S013,UMZN3VV6,78,2025-03-03 17:13:00,0.9449,1.1999,2.3022,1.5119,1
S013,UMZN3VV6,79,2025-03-03 17:13:10,0.9188,0.7908,1.3784,0.8915,1
S013,UMZN3VV6,80,2025-03-03 17:13:20,0.6385,1.6668,1.4912,0.7785,1
S013,UMZN3VV6,81,2025-03-03 17:13:30,0.9914,0.7691,1.697,0.8558,1
S013,UMZN3VV6,82,2025-03-03 17:13:40,0.7999,0.9187,1.4608,0.7051,1
S013,UMZN3VV6,85,2025-03-03 17:14:10,1.3063,1.1761,1.7904,0.725,1
S013,UMZN3VV6,86,2025-03-03 17:14:20,1.0492,0.743,0.8933,1.0193,1
S013,UMZN3VV6,87,2025-03-03 17:14:30,0.5952,0.6317,1.6205,0.671,1
S013,UMZN3VV6,88,2025-03-03 17:14:40,1.1994,0.7915,1.2983,0.825,1
S013,UMZN3VV6,89,2025-03-03 17:14:50,0.8354,1.2048,0.9868,0.7101,1
S013,UMZN3VV6,92,2025-03-03 17:15:20,0.5401,1.7895,1.6722,0.96,1
S013,UMZN3VV6,93,2025-03-03 17:15:30,0.9715,0.6789,1.0276,0.4568,1
S013,UMZN3VV6,94,2025-03-03 17:15:40,0.6584,1.0816,1.6821,0.4915,1
S013,UMZN3VV6,95,2025-03-03 17:15:50,0.9244,1.0513,2.1797,0.5587,1
S013,UMZN3VV6,96,2025-03-03 17:16:00,0.5739,1.0942,1.0614,0.541,1
S013,UMZN3VV6,97,2025-03-03 17:16:10,0.7247,0.7691,1.8984,0.475,1
S013,UMZN3VV6,98,2025-03-03 17:16:20,0.8193,1.1112,1.1762,0.9722,1
S013,UMZN3VV6,99,2025-03-03 17:16:30,0.648,0.8609,1.3635,0.5907,1
S013,UMZN3VV6,100,2025-03-03 17:16:40,1.0774,0.8328,1.2269,0.7787,1
S013,UMZN3VV6,102,2025-03-03 17:17:00,0.581,1.1052,1.0724,0.7988,1
S013,UMZN3VV6,103,2025-03-03 17:17:10,0.9028,1.1725,1.2647,0.7778,1
S013,UMZN3VV6,105,2025-03-03 17:17:30,0.9506,1.0299,1.5783,0.298,1
S013,UMZN3VV6,106,2025-03-03 17:17:40,0.7143,1.0393,1.6793,0.5951,1
S013,UYFVOFQ8,1,2025-04-30 16:00:10,1.0664,0.7781,2.1576,0.6545,1
S013,UYFVOFQ8,2,2025-04-30 16:00:20,1.0917,1.1363,1.2052,0.9419,1
S013,UYFVOFQ8,3,2025-04-30 16:00:30,1.126,1.1099,1.4589,0.5605,1
S013,UYFVOFQ8,4,2025-04-30 16:00:40,1.007,1.0353,1.6925,0.6025,1
S013,UYFVOFQ8,5,2025-04-30 16:00:50,1.108,1.2324,1.0657,0.7696,1
S013,UYFVOFQ8,6,2025-04-30 16:01:00,0.9584,0.9016,1.7824,0.379,1
S013,UYFVOFQ8,7,2025-04-30 16:01:10,0.8231,0.6253,1.8215,1.0997,1
S013,UYFVOFQ8,8,2025-04-30 16:01:20,0.6528,0.7498,1.72,0.9672,1
S013,UYFVOFQ8,9,2025-04-30 16:01:30,1.1186,1.4686,1.2681,0.5383,1
S013,UYFVOFQ8,10,2025-04-30 16:01:40,0.8023,0.6649,1.4372,0.7403,1
S013,UYFVOFQ8,12,2025-04-30 16:02:00,0.946,0.6703,1.1413,0.9449,1
S013,UYFVOFQ8,13,2025-04-30 16:02:10,0.7854,0.877,1.2612,1.1884,1
S013,UYFVOFQ8,14,2025-04-30 16:02:20,1.6309,1.1451,2.2879,0.7692,1
S013,UYFVOFQ8,15,2025-04-30 16:02:30,1.1073,0.7905,1.6482,0.7574,1
S013,UYFVOFQ8,16,2025-04-30 16:02:40,1.3852,1.0256,1.0048,1.3037,1
S013,UYFVOFQ8,18,2025-04-30 16:03:00,1.2036,0.966,1.8003,1.0458,1
S013,UYFVOFQ8,19,2025-04-30 16:03:10,0.8007,1.0317,2.0406,0.5552,1
S014,UJS7HVHV,0,2025-05-08 17:00:00,0.9812,1.0219,0.8729,0.9541,1
S014,UJS7HVHV,1,2025-05-08 17:00:10,1.0183,0.7521,1.0994,0.7504,1
S014,UJS7HVHV,2,2025-05-08 17:00:20,1.3164,0.6955,1.733,0.927,1
S014,UJS7HVHV,4,2025-05-08 17:00:40,1.1918,0.8868,1.3035,0.8581,1
S014,UJS7HVHV,5,2025-05-08 17:00:50,0.8857,1.0722,1.6101,0.5596,1
S014,UJS7HVHV,6,2025-05-08 17:01:00,1.4963,0.5933,0.4931,0.5762,1
S014,UJS7HVHV,7,2025-05-08 17:01:10,1.5537,1.0738,1.199,0.6899,1
S014,UJS7HVHV,8,2025-05-08 17:01:20,0.7987,1.4336,0.8926,0.6235,1
S014,UJS7HVHV,9,2025-05-08 17:01:30,1.3178,0.8317,1.2944,0.5784,1
S014,UJS7HVHV,10,2025-05-08 17:01:40,1.0088,0.771,2.0382,0.5268,1
S014,UJS7HVHV,11,2025-05-08 17:01:50,1.0928,0.8335,1.1161,0.86,1
S014,UJS7HVHV,12,2025-05-08 17:02:00,0.7623,0.8534,1.0213,0.9269,1
S014,UJS7HVHV,13,2025-05-08 17:02:10,1.5566,0.9979,0.8691,0.6237,1
S014,UJS7HVHV,16,2025-05-08 17:02:40,1.0228,0.9084,1.107,0.6236,1
S014,UJS7HVHV,17,2025-05-08 17:02:50,1.3213,1.296,1.5536,0.753,1
S014,UJS7HVHV,18,2025-05-08 17:03:00,0.8164,0.9207,1.6426,1.0137,1
S014,UJS7HVHV,19,2025-05-08 17:03:10,1.1422,0.7225,1.5221,0.806,1
S014,UJS7HVHV,20,2025-05-08 17:03:20,1.0331,0.6802,1.9085,0.5955,1
S014,UJS7HVHV,21,2025-05-08 17:03:30,1.3589,0.8387,1.5012,1.0527,1
S014,UJS7HVHV,22,2025-05-08 17:03:40,1.7454,1.2888,1.9589,0.672,1
S014,UJS7HVHV,23,2025-05-08 17:03:50,1.2061,0.7323,2.4032,0.595,1
S014,UJS7HVHV,24,2025-05-08 17:04:00,1.5786,1.0402,1.3629,1.0769,1
S014,UJS7HVHV,25,2025-05-08 17:04:10,1.1941,0.8014,0.9747,0.9118,1
S014,UJS7HVHV,26,2025-05-08 17:04:20,1.1031,1.4442,0.8882,0.5746,1
S014,UJS7HVHV,29,2025-05-08 17:04:50,1.0277,0.5444,1.4173,0.9995,1
S014,UJS7HVHV,31,2025-05-08 17:05:10,1.0852,0.946,1.0616,0.3685,1
S014,UJS7HVHV,32,2025-05-08 17:05:20,0.8555,0.9047,1.4646,0.6667,1
S014,UJS7HVHV,33,2025-05-08 17:05:30,1.3321,0.6279,1.4839,0.6041,1
S014,UJS7HVHV,34,2025-05-08 17:05:40,1.3411,0.8868,1.5649,0.4177,1
S014,UJS7HVHV,35,2025-05-08 17:05:50,1.5271,0.861,1.4795,0.6745,1
S014,UJS7HVHV,36,2025-05-08 17:06:00,1.3395,0.9305,1.0905,0.8448,1
S014,UJS7HVHV,37,2025-05-08 17:06:10,1.1485,1.6899,1.509,0.6984,1
S014,UJS7HVHV,38,2025-05-08 17:06:20,0.8188,0.7253,1.1076,0.8962,1
S014,UJS7HVHV,39,2025-05-08 17:06:30,1.0678,1.2078,1.2636,0.7678,1
S014,UJS7HVHV,40,2025-05-08 17:06:40,1.006,0.7763,1.1246,1.2963,1
S015,UCLWEUOI,0,2025-05-06 17:00:00,0.868,1.0642,0.8454,0.761,0
S015,UCLWEUOI,1,2025-05-06 17:00:10,1.0412,1.0115,1.0196,0.9134,0
S015,UCLWEUOI,2,2025-05-06 17:00:20,0.8969,0.7363,1.651,0.7798,0
S015,UCLWEUOI,3,2025-05-06 17:00:30,1.1844,0.7695,1.0037,1.0204,0
S015,UCLWEUOI,4,2025-05-06 17:00:40,1.3894,0.9534,0.8301,0.7023,0
S015,UCLWEUOI,5,2025-05-06 17:00:50,1.344,1.2091,1.6383,0.5624,0
S015,UCLWEUOI,6,2025-05-06 17:01:00,1.2763,0.8364,1.433,1.0674,0
S015,UCLWEUOI,7,2025-05-06 17:01:10,0.8144,1.1966,1.3335,0.9754,0
S015,UCLWEUOI,8,2025-05-06 17:01:20,1.3903,0.7227,1.5195,0.6203,0
S015,UCLWEUOI,9,2025-05-06 17:01:30,0.7431,1.4737,1.2537,0.8535,0
S015,UCLWEUOI,10,2025-05-06 17:01:40,1.2196,1.0569,0.8658,0.9877,0
S015,UCLWEUOI,11,2025-05-06 17:01:50,1.4963,1.1188,1.4327,0.7207,0
S015,UCLWEUOI,12,2025-05-06 17:02:00,1.0088,1.046,1.1272,0.7734,0
S015,UCLWEUOI,13,2025-05-06 17:02:10,0.8325,0.9835,1.1029,0.9189,0
S015,UCLWEUOI,14,2025-05-06 17:02:20,0.6424,1.1015,1.6999,0.6485,0
S015,UCLWEUOI,15,2025-05-06 17:02:30,0.4983,1.6021,0.8606,0.7439,0
S015,UCLWEUOI,16,2025-05-06 17:02:40,1.3018,0.9239,1.0339,0.923,0
S015,UCLWEUOI,17,2025-05-06 17:02:50,0.84,1.1973,1.09,0.9157,0
S015,UCLWEUOI,18,2025-05-06 17:03:00,1.0122,1.1594,1.26,0.8577,0
S015,UCLWEUOI,19,2025-05-06 17:03:10,0.8681,0.9292,1.2446,1.3026,0
S015,UCLWEUOI,21,2025-05-06 17:03:30,0.5314,0.8804,0.8257,0.6639,0
S015,UCLWEUOI,23,2025-05-06 17:03:50,0.6565,1.2129,2.0625,0.7429,0
S015,UCLWEUOI,24,2025-05-06 17:04:00,1.3418,1.0726,0.8345,0.9485,0
S015,UCLWEUOI,25,2025-05-06 17:04:10,0.7455,0.732,0.802,0.6091,0
S015,UCLWEUOI,26,2025-05-06 17:04:20,1.4238,0.7983,0.6643,0.4796,0
S015,UCLWEUOI,27,2025-05-06 17:04:30,1.1256,0.8833,1.0075,1.4487,0
S015,UCLWEUOI,28,2025-05-06 17:04:40,0.8545,1.4258,1.2313,0.7678,0
S015,UCLWEUOI,29,2025-05-06 17:04:50,1.2514,0.7877,1.0195,0.5588,0
S015,UCLWEUOI,30,2025-05-06 17:05:00,0.8251,1.3843,1.2068,0.8106,0
S015,UCLWEUOI,31,2025-05-06 17:05:10,0.8917,0.9911,1.1864,0.9416,0
S015,UCLWEUOI,32,2025-05-06 17:05:20,0.9152,1.2171,1.3552,0.7346,0
S015,UCLWEUOI,33,2025-05-06 17:05:30,0.9277,1.6036,1.043,0.4019,0
S015,UCLWEUOI,36,2025-05-06 17:06:00,0.9176,0.9303,1.5077,1.093,0
S015,UCLWEUOI,37,2025-05-06 17:06:10,1.3572,1.3877,1.3745,0.7847,0
S015,UCLWEUOI,38,2025-05-06 17:06:20,0.9774,2.2009,1.2499,0.5642,0
S015,UCLWEUOI,40,2025-05-06 17:06:40,0.8727,1.6436,0.9579,0.8785,0
S015,UCLWEUOI,41,2025-05-06 17:06:50,1.1699,1.1483,1.2204,0.4277,0
S015,UCLWEUOI,42,2025-05-06 17:07:00,1.4244,1.033,0.8566,0.6596,0
S015,UCLWEUOI,43,2025-05-06 17:07:10,1.6436,1.1079,1.3669,1.1965,0
S015,UCLWEUOI,44,2025-05-06 17:07:20,1.2543,0.8038,0.8016,0.6207,0
S015,UCLWEUOI,45,2025-05-06 17:07:30,0.6471,0.9103,0.9297,0.8887,0
S015,UCLWEUOI,46,2025-05-06 17:07:40,1.5714,1.0545,1.1887,0.6689,0
S015,UCLWEUOI,47,2025-05-06 17:07:50,0.7785,1.0185,1.1099,0.7156,0
S015,UCLWEUOI,48,2025-05-06 17:08:00,1.4555,0.5671,1.673,0.7615,0
S015,UCLWEUOI,49,2025-05-06 17:08:10,1.025,1.2424,1.408,0.9537,0
S015,UCLWEUOI,50,2025-05-06 17:08:20,1.0737,1.1044,1.1849,0.8336,0
S015,UCLWEUOI,51,2025-05-06 17:08:30,0.7645,1.1895,0.8015,1.4053,0
S015,UCLWEUOI,52,2025-05-06 17:08:40,1.021,1.152,1.1199,1.0189,0
S015,UCLWEUOI,53,2025-05-06 17:08:50,0.9067,1.3409,1.0932,0.5989,0
S015,UCLWEUOI,55,2025-05-06 17:09:10,1.2649,1.0912,0.9847,0.5692,0
S015,UCLWEUOI,56,2025-05-06 17:09:20,1.0853,1.1159,1.9043,0.9522,0
S015,UCLWEUOI,58,2025-05-06 17:09:40,1.794,1.17,1.6733,0.6153,0
S015,UCLWEUOI,59,2025-05-06 17:09:50,1.137,0.9708,1.6629,0.7673,0
S015,UCLWEUOI,60,2025-05-06 17:10:00,1.0694,1.4362,0.7747,0.8558,0
S015,UD1VRELF,0,2025-02-18 09:00:00,0.8865,0.9462,0.9189,0.7318,1
S015,UD1VRELF,1,2025-02-18 09:00:10,1.151,1.0097,1.2586,0.6145,1
S015,UD1VRELF,3,2025-02-18 09:00:30,1.1139,1.1194,1.0118,0.8835,1
S015,UD1VRELF,4,2025-02-18 09:00:40,0.8951,0.8767,0.825,0.8486,1
S015,UD1VRELF,5,2025-02-18 09:00:50,0.8399,1.3917,0.9704,0.5874,1
S015,UD1VRELF,7,2025-02-18 09:01:10,1.1903,0.7172,1.1042,0.5582,1
S015,UD1VRELF,8,2025-02-18 09:01:20,0.9183,0.8875,1.2571,0.5786,1
S015,UD1VRELF,12,2025-02-18 09:02:00,0.8692,0.8707,1.3431,0.6252,1
S015,UD1VRELF,13,2025-02-18 09:02:10,1.3813,0.8,1.239,0.6311,1
S015,UD1VRELF,14,2025-02-18 09:02:20,1.3574,0.816,1.3855,1.3676,1
S015,UD1VRELF,15,2025-02-18 09:02:30,1.4634,1.2429,1.4991,0.9695,1
S015,UD1VRELF,16,2025-02-18 09:02:40,1.6165,1.5448,1.17,0.6431,1
S015,UD1VRELF,18,2025-02-18 09:03:00,1.1503,0.9614,1.1332,0.7617,1
S015,UD1VRELF,19,2025-02-18 09:03:10,0.8408,0.6888,1.0775,0.6044,1
S015,UD1VRELF,20,2025-02-18 09:03:20,1.3822,0.8455,1.4907,1.1971,1
S015,UD1VRELF,21,2025-02-18 09:03:30,1.2893,0.9301,0.9718,0.5174,1
S015,UD1VRELF,23,2025-02-18 09:03:50,0.8773,1.1773,1.3779,0.7387,1
S015,UD1VRELF,24,2025-02-18 09:04:00,0.9404,0.5497,1.3574,0.5637,1
S015,UD1VRELF,26,2025-02-18 09:04:20,1.5207,1.0399,0.7738,0.5419,1
S015,UD1VRELF,27,2025-02-18 09:04:30,1.3137,0.9625,1.4442,0.6349,1
S015,UD1VRELF,28,2025-02-18 09:04:40,1.1505,0.6807,1.2909,1.0341,1
S015,UD1VRELF,29,2025-02-18 09:04:50,1.0589,1.7383,1.671,0.7148,1
S015,UD1VRELF,31,2025-02-18 09:05:10,1.2039,1.1932,1.2278,0.6439,1
S015,UD1VRELF,32,2025-02-18 09:05:20,1.4663,0.9749,1.0268,0.7565,1
S015,UD1VRELF,34,2025-02-18 09:05:40,0.704,0.7512,1.3553,1.1357,1
S015,UD1VRELF,35,2025-02-18 09:05:50,0.8743,0.6862,1.0953,0.9629,1
S015,UD1VRELF,37,2025-02-18 09:06:10,1.1272,1.0052,0.9982,0.4903,1
S015,UD1VRELF,38,2025-02-18 09:06:20,0.8749,1.5834,1.3654,0.8569,1
S015,UD1VRELF,41,2025-02-18 09:06:50,0.8483,1.3116,2.0552,0.8013,1
S015,UD1VRELF,42,2025-02-18 09:07:00,1.2364,0.9301,1.2284,0.4401,1
S015,UD1VRELF,43,2025-02-18 09:07:10,1.1614,1.1009,1.3498,0.5578,1
S015,UD1VRELF,44,2025-02-18 09:07:20,1.8322,1.0041,2.2493,0.8923,1
S015,UD1VRELF,46,2025-02-18 09:07:40,1.7852,1.0308,1.4239,0.6172,1
S015,UD1VRELF,47,2025-02-18 09:07:50,1.2134,1.1127,1.6954,0.7056,1
S015,UD1VRELF,48,2025-02-18 09:08:00,1.1792,0.94,1.2206,0.8079,1
S015,UD1VRELF,49,2025-02-18 09:08:10,1.2286,0.602,1.1423,0.9493,1
S015,UD1VRELF,51,2025-02-18 09:08:30,1.1212,0.702,1.2245,1.7055,1
S015,UD1VRELF,52,2025-02-18 09:08:40,1.249,0.6728,1.3076,0.6253,1
S015,UD1VRELF,53,2025-02-18 09:08:50,1.1149,0.6438,1.5267,0.7075,1
S015,UD1VRELF,54,2025-02-18 09:09:00,0.8619,0.9663,1.1545,1.0729,1
S015,UD1VRELF,55,2025-02-18 09:09:10,1.63,0.6431,1.4787,0.5945,1
S015,UD1VRELF,56,2025-02-18 09:09:20,0.7318,0.9215,1.4787,0.9318,1
S015,UD1VRELF,57,2025-02-18 09:09:30,0.9396,0.6908,1.7215,0.7816,1
S015,UD1VRELF,59,2025-02-18 09:09:50,1.3843,1.1682,1.742,0.7857,1
S015,UD1VRELF,60,2025-02-18 09:10:00,1.0238,1.3354,1.4011,0.5432,1
S015,UD1VRELF,61,2025-02-18 09:10:10,1.4671,1.5422,1.3945,0.6975,1
S015,UD1VRELF,62,2025-02-18 09:10:20,0.8767,0.841,1.3501,0.4774,1
S015,UD1VRELF,63,2025-02-18 09:10:30,0.7824,0.8623,0.7865,0.4323,1
S015,UD1VRELF,64,2025-02-18 09:10:40,0.6713,0.9309,1.1502,0.8355,1
S015,UD1VRELF,65,2025-02-18 09:10:50,1.7594,0.9824,0.8673,0.5715,1
S015,UJOJDILO,0,2025-02-24 14:00:00,1.0149,0.7935,1.3995,0.8274,0
S015,UJOJDILO,1,2025-02-24 14:00:10,1.6187,0.8053,1.003,0.6043,0
S015,UJOJDILO,2,2025-02-24 14:00:20,1.1302,1.5428,1.4331,1.2091,0
S015,UJOJDILO,3,2025-02-24 14:00:30,1.0292,1.4037,1.5059,0.8923,0
S015,UJOJDILO,4,2025-02-24 14:00:40,1.4559,1.2138,1.5265,0.5115,0
S015,UJOJDILO,5,2025-02-24 14:00:50,1.2402,0.7335,0.9782,0.8218,0
S015,UJOJDILO,6,2025-02-24 14:01:00,1.4028,1.0774,1.6245,0.983,0
S015,UJOJDILO,7,2025-02-24 14:01:10,0.8011,0.9425,1.0991,0.7429,0
S015,UJOJDILO,8,2025-02-24 14:01:20,0.9382,0.7385,0.8627,0.69,0
S015,UJOJDILO,9,2025-02-24 14:01:30,0.9672,1.3468,1.2516,0.6156,0
S015,UJOJDILO,10,2025-02-24 14:01:40,1.3405,0.6557,1.7446,0.6592,0
S015,UJOJDILO,11,2025-02-24 14:01:50,1.0092,0.7482,1.1356,1.0311,0
S015,UJOJDILO,12,2025-02-24 14:02:00,1.4636,1.3315,1.2794,1.1379,0
S015,UJOJDILO,13,2025-02-24 14:02:10,1.1157,1.0994,1.4035,1.2865,0
S015,UJOJDILO,14,2025-02-24 14:02:20,1.1964,0.5839,1.9473,1.0321,0
S015,UJOJDILO,15,2025-02-24 14:02:30,1.7838,0.7097,1.1368,0.6597,0
S015,UJOJDILO,16,2025-02-24 14:02:40,0.901,0.936,1.1957,0.6009,0
S015,UJOJDILO,17,2025-02-24 14:02:50,0.9612,0.9374,1.0453,0.8376,0
S015,UJOJDILO,18,2025-02-24 14:03:00,1.0752,0.7842,1.399,1.0301,0
S015,UJOJDILO,19,2025-02-24 14:03:10,0.8911,0.8351,2.2683,0.9155,0
S015,UJOJDILO,20,2025-02-24 14:03:20,1.2995,0.9711,1.1487,0.8105,0
S015,UJOJDILO,21,2025-02-24 14:03:30,1.2429,0.859,1.3649,0.4043,0
S015,UJOJDILO,22,2025-02-24 14:03:40,1.4765,1.1723,1.7611,0.9244,0
S015,UJOJDILO,23,2025-02-24 14:03:50,0.6631,1.0979,1.5941,0.7506,0
S015,UJOJDILO,24,2025-02-24 14:04:00,1.0467,0.8447,1.4558,0.8035,0
S015,UJOJDILO,25,2025-02-24 14:04:10,1.64,0.7107,1.4345,0.6163,0
S015,UJOJDILO,26,2025-02-24 14:04:20,1.1402,0.7084,1.0637,1.2224,0
S015,UJOJDILO,27,2025-02-24 14:04:30,1.1168,1.0149,1.1549,0.9016,0
S015,UJOJDILO,28,2025-02-24 14:04:40,1.5202,0.8051,1.5928,0.7003,0
S015,UJOJDILO,29,2025-02-24 14:04:50,1.4082,1.2933,0.9871,1.0266,0
S015,UJOJDILO,31,2025-02-24 14:05:10,1.0723,0.866,1.7108,0.6315,0
S015,UJOJDILO,33,2025-02-24 14:05:30,1.0029,1.1957,1.1012,1.1292,0
S015,UJOJDILO,34,2025-02-24 14:05:40,0.9658,1.2728,2.4553,0.8551,0
S015,UJOJDILO,36,2025-02-24 14:06:00,1.0791,1.113,1.5363,0.626,0
S015,UJOJDILO,37,2025-02-24 14:06:10,1.1582,0.9733,1.3091,0.8585,0
S015,UJOJDILO,38,2025-02-24 14:06:20,1.7442,1.3212,1.3759,0.6238,0
S015,UJOJDILO,39,2025-02-24 14:06:30,1.0587,0.7852,1.3148,0.5939,0
S015,UJOJDILO,40,2025-02-24 14:06:40,2.2407,1.0355,1.3087,0.9515,0
S015,UJOJDILO,42,2025-02-24 14:07:00,1.0956,0.9433,1.4297,0.9662,0
S015,UJOJDILO,43,2025-02-24 14:07:10,1.2268,0.6888,0.7428,0.5533,0
S015,UJOJDILO,44,2025-02-24 14:07:20,0.7486,1.1129,0.895,0.6739,0
S015,UJOJDILO,45,2025-02-24 14:07:30,0.8582,0.9733,1.1025,0.7627,0
S015,UJOJDILO,46,2025-02-24 14:07:40,1.0875,0.8333,1.2187,0.5596,0
S015,UJOJDILO,47,2025-02-24 14:07:50,1.3255,0.6508,1.2733,1.0529,0
S015,UJOJDILO,48,2025-02-24 14:08:00,1.41,0.6776,0.8443,0.8305,0
S015,UJOJDILO,49,2025-02-24 14:08:10,0.7507,1.3928,0.9201,0.6618,0
S015,UJOJDILO,50,2025-02-24 14:08:20,1.4074,0.6732,0.9077,0.4831,0
S015,UJOJDILO,51,2025-02-24 14:08:30,1.7996,0.9611,1.3721,0.9674,0
S015,UJOJDILO,52,2025-02-24 14:08:40,0.986,0.7424,1.3065,0.4345,0
S015,UJOJDILO,53,2025-02-24 14:08:50,0.9161,0.9297,1.3042,0.7519,0
S015,UJOJDILO,54,2025-02-24 14:09:00,0.7616,1.0135,1.5055,0.885,0
S015,UJOJDILO,55,2025-02-24 14:09:10,1.0406,1.0425,1.6202,1.0448,0
S015,UJOJDILO,56,2025-02-24 14:09:20,0.875,0.5176,1.5451,0.5091,0
S015,UJOJDILO,57,2025-02-24 14:09:30,1.2186,0.8257,1.3113,0.6999,0
S016,UK1GGVWC,0,2025-05-09 11:00:00,1.0808,1.0257,1.0865,0.3099,1
S016,UK1GGVWC,1,2025-05-09 11:00:10,1.3408,0.6366,1.2807,0.4891,1
S016,UK1GGVWC,2,2025-05-09 11:00:20,2.0576,1.2278,1.0984,0.7415,1
S016,UK1GGVWC,3,2025-05-09 11:00:30,1.1547,0.7041,1.1792,0.8981,1
S016,UK1GGVWC,4,2025-05-09 11:00:40,1.4162,0.9998,1.1711,0.6471,1
S016,UK1GGVWC,6,2025-05-09 11:01:00,1.1236,1.2312,0.7308,0.8597,1
S016,UK1GGVWC,7,2025-05-09 11:01:10,0.8814,1.0175,1.0512,0.8245,1
S016,UK1GGVWC,8,2025-05-09 11:01:20,0.4513,1.4813,1.6279,0.6995,1
